Datums;ĀI kods;ĀI nosaukums;Kopā;Jauni;Pamata diagnoze;Blakus diagnoze;Smaga slimības gaita;t.sk. Invazīva MPV;Vidēja slimības gaita;Miruši;Izrakstīti;Pārvesti;t.sk. uz augstāka līmeņa;t.sk. uz zemāka līmeņa;t.sk. uz tāda paša līmeņa
2022-04-26T00:00:00;320200001-01;Aizkraukles slimnīca;1;0;0;1;0;0;0;0;3;0;0;0;0
2022-04-26T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;4;;4;0;0;0;4;0;1;0;;;
2022-04-26T00:00:00;400200024-01;Bauskas slimnīca;0;0;0;0;0;0;0;0;0;0;0;;0
2022-04-26T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;3;;3;;0;;3;;0;;;;
2022-04-26T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;
2022-04-26T00:00:00;420200052-01;Cēsu klīnika;1;0;1;0;0;0;1;0;0;;;;
2022-04-26T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;11;0;1;10;0;0;1;0;7;0;0;0;0
2022-04-26T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;50;10;28;22;;;28;1;5;;;;
2022-04-26T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;14;0;6;8;0;0;6;0;2;1;0;1;0
2022-04-26T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;9;2;5;4;0;0;5;0;4;0;0;0;0
2022-04-26T00:00:00;130020302-01;Jūrmalas slimnīca;1;;1;;;;1;;;;;;
2022-04-26T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;620200038-01;Kuldīgas slimnīca;2;;;2;;;;1;2;;;;
2022-04-26T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;1;1;;1;;;;;;;;;
2022-04-26T00:00:00;170020401-01;Liepājas reģionālā slimnīca;12;3;6;6;0;0;6;0;4;0;;;
2022-04-26T00:00:00;660200027-01;Limbažu slimnīca;1;0;0;1;0;0;0;;0;0;0;0;0
2022-04-26T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;680200030-01;Ludzas medicīnas centrs;11;1;11;0;;0;11;;;0;0;0;0
2022-04-26T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-04-26T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;35;9;9;26;6;0;3;0;4;1;;1;
2022-04-26T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-04-26T00:00:00;760200002-01;Preiļu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;010000234-91;RAKUS kopā;111;7;27;84;6;1;21;3;6;3;;2;1
2022-04-26T00:00:00;210020301-01;Rēzeknes slimnīca;19;1;8;11;1;1;7;1;5;0;0;0;0
2022-04-26T00:00:00;010020302-01;Rīgas 2. slimnīca;3;0;0;3;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;010021301-01;Rīgas Dzemdību nams;0;0;;0;;;;;1;;;;
2022-04-26T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;6;0;;6;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;2;;;2;;;;;;;;;
2022-04-26T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-26T00:00:00;900200046-01;Tukuma slimnīca;6;;6;0;1;;5;;4;;;;
2022-04-26T00:00:00;250000092-01;Vidzemes slimnīca;15;3;9;6;;;9;;;;;;
2022-04-26T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;6;1;4;2;0;0;4;1;2;0;0;0;0
2022-04-27T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;1;0;0;0;0
2022-04-27T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;3;;3;0;0;0;3;1;;0;;;
2022-04-27T00:00:00;400200024-01;Bauskas slimnīca;0;0;0;0;0;0;0;0;0;0;0;;0
2022-04-27T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;1;;1;;0;;1;;2;;;;
2022-04-27T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;
2022-04-27T00:00:00;420200052-01;Cēsu klīnika;0;0;0;0;0;0;0;0;1;;;;
2022-04-27T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;13;2;1;12;0;0;1;0;0;0;0;0;0
2022-04-27T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;12;0;6;6;0;0;6;0;2;0;0;0;0
2022-04-27T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;8;2;5;3;0;0;5;1;1;1;1;0;0
2022-04-27T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27T00:00:00;620200038-01;Kuldīgas slimnīca;3;1;1;2;1;;;0;;;;;
2022-04-27T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;1;;;1;;;;;1;;;;
2022-04-27T00:00:00;170020401-01;Liepājas reģionālā slimnīca;7;0;3;4;0;0;3;0;5;0;;;
2022-04-27T00:00:00;660200027-01;Limbažu slimnīca;1;0;0;1;0;0;0;;0;0;0;0;0
2022-04-27T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27T00:00:00;680200030-01;Ludzas medicīnas centrs;9;;9;0;;0;9;;;0;0;0;0
2022-04-27T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-04-27T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;33;3;9;24;6;1;3;0;4;1;;1;
2022-04-27T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-04-27T00:00:00;760200002-01;Preiļu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27T00:00:00;010000234-91;RAKUS kopā;114;10;28;86;4;1;24;2;5;;;;
2022-04-27T00:00:00;210020301-01;Rēzeknes slimnīca;22;3;9;13;1;1;8;0;0;0;0;0;0
2022-04-27T00:00:00;010020302-01;Rīgas 2. slimnīca;1;0;0;1;0;0;0;0;2;0;0;0;0
2022-04-27T00:00:00;010021301-01;Rīgas Dzemdību nams;1;1;;1;;;;;1;;;;
2022-04-27T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;5;0;;5;0;0;0;0;1;0;0;0;0
2022-04-27T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;;;
2022-04-27T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;2;;;2;;;;;;;;;
2022-04-27T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-27T00:00:00;900200046-01;Tukuma slimnīca;8;2;8;0;1;;7;;;;;;
2022-04-27T00:00:00;250000092-01;Vidzemes slimnīca;11;2;8;3;;;8;1;5;;;;
2022-04-27T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;4;0;3;1;0;0;3;0;2;0;0;0;0
2022-04-28T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;1;0;0;0;0
2022-04-28T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;3;;3;0;0;0;3;;;0;;;
2022-04-28T00:00:00;400200024-01;Bauskas slimnīca;0;0;0;0;0;0;0;0;0;0;0;;0
2022-04-28T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;2;1;2;;0;;2;;0;;;;
2022-04-28T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;
2022-04-28T00:00:00;420200052-01;Cēsu klīnika;0;0;0;0;0;0;0;0;0;;;;
2022-04-28T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;12;0;1;11;0;0;1;0;1;0;0;0;0
2022-04-28T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;12;1;7;5;0;0;7;0;1;0;0;0;0
2022-04-28T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;5;1;3;2;0;0;3;1;3;0;0;0;0
2022-04-28T00:00:00;130020302-01;Jūrmalas slimnīca;;;;;;;;;1;;;;
2022-04-28T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;620200038-01;Kuldīgas slimnīca;2;0;0;2;;;;1;;;;;
2022-04-28T00:00:00;170020401-01;Liepājas reģionālā slimnīca;7;2;4;3;0;0;4;1;1;0;;;
2022-04-28T00:00:00;660200027-01;Limbažu slimnīca;1;0;0;1;0;0;0;;0;0;0;0;0
2022-04-28T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;680200030-01;Ludzas medicīnas centrs;8;;8;0;;0;8;;1;0;0;0;0
2022-04-28T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-04-28T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;36;5;10;26;6;1;4;0;2;0;;0;
2022-04-28T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-04-28T00:00:00;760200002-01;Preiļu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;010000234-91;RAKUS kopā;107;7;26;81;2;1;24;2;10;2;;2;
2022-04-28T00:00:00;210020301-01;Rēzeknes slimnīca;20;2;10;10;1;1;9;0;4;0;0;0;0
2022-04-28T00:00:00;010020302-01;Rīgas 2. slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;010021301-01;Rīgas Dzemdību nams;0;0;;0;;;;;1;;;;
2022-04-28T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;5;0;;5;0;0;0;0;;0;0;0;0
2022-04-28T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;;;
2022-04-28T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;1;;;1;;;;;1;;;;
2022-04-28T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-28T00:00:00;900200046-01;Tukuma slimnīca;9;2;9;0;2;;7;;1;;;;
2022-04-28T00:00:00;250000092-01;Vidzemes slimnīca;10;1;7;3;;;7;;2;;;;
2022-04-28T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;6;2;4;2;0;0;4;0;2;0;0;0;0
2022-04-29T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;3;;3;0;0;0;3;;;0;;;
2022-04-29T00:00:00;400200024-01;Bauskas slimnīca;0;0;0;0;0;0;0;0;0;0;0;;0
2022-04-29T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;2;1;2;;0;;2;;1;;;;
2022-04-29T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;
2022-04-29T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;12;1;1;11;0;0;1;0;1;0;0;0;0
2022-04-29T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;38;4;27;11;;;27;1;9;;;;
2022-04-29T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;11;0;7;4;0;0;7;0;1;0;0;0;0
2022-04-29T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;5;2;3;2;0;0;3;0;2;0;0;0;0
2022-04-29T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;620200038-01;Kuldīgas slimnīca;1;0;0;1;;;;;;;;;
2022-04-29T00:00:00;170020401-01;Liepājas reģionālā slimnīca;6;0;4;2;0;0;4;0;1;0;;;
2022-04-29T00:00:00;660200027-01;Limbažu slimnīca;0;0;0;0;0;0;0;;0;0;0;0;0
2022-04-29T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;680200030-01;Ludzas medicīnas centrs;7;;7;0;;0;7;;1;0;0;0;0
2022-04-29T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-04-29T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;35;6;10;25;5;1;5;0;7;0;;0;
2022-04-29T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-04-29T00:00:00;760200002-01;Preiļu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;010000234-91;RAKUS kopā;107;5;25;82;3;1;22;;5;;;;
2022-04-29T00:00:00;210020301-01;Rēzeknes slimnīca;19;2;9;10;1;1;8;0;3;0;0;0;0
2022-04-29T00:00:00;010020302-01;Rīgas 2. slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;010021301-01;Rīgas Dzemdību nams;0;0;;0;;;;;0;;;;
2022-04-29T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;4;0;;4;0;0;0;0;1;0;0;0;0
2022-04-29T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;;;
2022-04-29T00:00:00;090012101-01;Slimnīca "Ģintermuiža";1;1;;1;;;;;;;;;
2022-04-29T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;;;;;;;;;1;;;;
2022-04-29T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-29T00:00:00;900200046-01;Tukuma slimnīca;10;1;10;0;2;;8;;;;;;
2022-04-29T00:00:00;250000092-01;Vidzemes slimnīca;11;1;8;3;;;8;;;;;;
2022-04-29T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;5;0;3;2;0;0;3;0;1;0;0;0;0
2022-04-30T00:00:00;320200001-01;Aizkraukles slimnīca;1;1;0;1;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;0;;0;0;0;0;0;;;0;;;
2022-04-30T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;2;1;2;;0;;2;;1;;;;
2022-04-30T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;10;2;1;9;0;0;1;0;4;0;0;0;0
2022-04-30T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;33;9;20;13;;;20;1;13;;;;
2022-04-30T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;5;0;2;3;0;0;2;0;7;0;0;0;0
2022-04-30T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;3;2;3;0;0;0;3;1;3;0;0;0;0
2022-04-30T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;620200038-01;Kuldīgas slimnīca;0;0;0;0;;;;;;;;;
2022-04-30T00:00:00;170020401-01;Liepājas reģionālā slimnīca;5;1;2;3;0;0;2;0;2;0;;;
2022-04-30T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;680200030-01;Ludzas medicīnas centrs;6;;6;0;;0;6;;1;0;0;0;0
2022-04-30T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-04-30T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;29;2;7;22;3;1;4;2;6;0;;0;
2022-04-30T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-04-30T00:00:00;010000234-91;RAKUS kopā;99;5;21;78;4;1;17;1;12;;;;
2022-04-30T00:00:00;210020301-01;Rēzeknes slimnīca;13;1;8;5;1;1;7;0;7;0;0;0;0
2022-04-30T00:00:00;010020302-01;Rīgas 2. slimnīca;3;2;0;3;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;010021301-01;Rīgas Dzemdību nams;0;0;;0;;;;;0;;;;
2022-04-30T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;0;0;0;0;0;0;0;0;4;0;0;0;0
2022-04-30T00:00:00;090012101-01;Slimnīca "Ģintermuiža";1;;;1;;;;;;;;;
2022-04-30T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-04-30T00:00:00;900200046-01;Tukuma slimnīca;8;;8;0;2;;6;1;1;;;;
2022-04-30T00:00:00;250000092-01;Vidzemes slimnīca;8;1;7;1;;;7;;3;1;;1;
2022-04-30T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;6;1;4;2;0;0;4;0;0;0;0;0;0
2022-05-01T00:00:00;320200001-01;Aizkraukles slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;2;0;2;;0;;2;;0;;;;
2022-05-01T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;10;0;1;9;0;0;1;0;0;0;0;0;0
2022-05-01T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;32;;19;13;;;19;1;;;;;
2022-05-01T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;5;1;2;3;0;0;2;0;1;0;0;0;0
2022-05-01T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;3;0;3;0;0;0;3;0;0;0;0;0;0
2022-05-01T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;620200038-01;Kuldīgas slimnīca;0;0;0;0;;;;;;;;;
2022-05-01T00:00:00;170020401-01;Liepājas reģionālā slimnīca;7;2;2;5;0;0;2;0;0;0;;;
2022-05-01T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;680200030-01;Ludzas medicīnas centrs;0;;0;0;;0;0;;6;0;0;0;0
2022-05-01T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-05-01T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;29;1;7;22;3;1;4;0;1;0;;0;
2022-05-01T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-05-01T00:00:00;010000234-91;RAKUS kopā;101;3;21;80;4;;17;1;;;;;
2022-05-01T00:00:00;210020301-01;Rēzeknes slimnīca;13;0;8;5;1;1;7;0;0;0;0;0;0
2022-05-01T00:00:00;010020302-01;Rīgas 2. slimnīca;3;0;0;3;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;010021301-01;Rīgas Dzemdību nams;0;0;;0;;;;;0;;;;
2022-05-01T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;090012101-01;Slimnīca "Ģintermuiža";1;;;1;;;;;;;;;
2022-05-01T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-01T00:00:00;900200046-01;Tukuma slimnīca;11;3;11;0;2;;9;;;;;;
2022-05-01T00:00:00;250000092-01;Vidzemes slimnīca;7;;6;1;;;6;;1;;;;
2022-05-01T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;6;;4;2;0;0;4;0;0;0;0;0;0
2022-05-02T00:00:00;320200001-01;Aizkraukles slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;400200024-01;Bauskas slimnīca;0;0;0;0;0;0;0;0;0;0;0;;0
2022-05-02T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;1;0;1;;0;;1;;1;;;;
2022-05-02T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;
2022-05-02T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;10;0;1;9;0;0;1;0;0;0;0;0;0
2022-05-02T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;33;2;20;13;;;20;1;;;;;
2022-05-02T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;7;2;4;3;0;0;4;0;0;0;0;0;0
2022-05-02T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;4;1;3;1;0;0;3;0;0;0;0;0;0
2022-05-02T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;620200038-01;Kuldīgas slimnīca;0;0;0;0;;;;;;;;;
2022-05-02T00:00:00;170020401-01;Liepājas reģionālā slimnīca;8;1;3;5;0;0;3;0;0;0;;;
2022-05-02T00:00:00;660200027-01;Limbažu slimnīca;1;0;0;1;0;0;0;;0;0;0;0;0
2022-05-02T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-05-02T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;30;1;6;24;1;0;5;0;0;0;0;0;0
2022-05-02T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-05-02T00:00:00;760200002-01;Preiļu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;010000234-91;RAKUS kopā;105;5;23;82;4;;19;;1;;;;
2022-05-02T00:00:00;210020301-01;Rēzeknes slimnīca;16;3;10;6;1;1;9;0;0;0;0;0;0
2022-05-02T00:00:00;010020302-01;Rīgas 2. slimnīca;5;2;0;5;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;010021301-01;Rīgas Dzemdību nams;0;0;;0;;;;;0;;;;
2022-05-02T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;;;
2022-05-02T00:00:00;090012101-01;Slimnīca "Ģintermuiža";1;;;1;;;;;;;;;
2022-05-02T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;1;1;0;1;0;0;0;0;0;0;0;0;0
2022-05-02T00:00:00;900200046-01;Tukuma slimnīca;10;;10;0;2;;8;;;1;;1;
2022-05-02T00:00:00;250000092-01;Vidzemes slimnīca;8;1;7;1;;;7;;;;;;
2022-05-02T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;4;0;3;1;0;0;3;0;2;0;0;0;0
2022-05-03T00:00:00;320200001-01;Aizkraukles slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-05-03T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-03T00:00:00;400200024-01;Bauskas slimnīca;0;0;0;0;0;0;0;0;0;0;0;;0
2022-05-03T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;2;1;2;;0;;2;;0;;;;
2022-05-03T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;
2022-05-03T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;8;0;0;8;0;0;0;0;2;0;0;0;0
2022-05-03T00:00:00;050012101-02;Daugavpils psihoneiroloģiskās slimnīcas Aknīstes slimnīca;2;;;2;;;;;;;;;
2022-05-03T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;30;3;16;14;;;16;2;4;;;;
2022-05-03T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-03T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;5;0;3;2;0;0;3;0;2;0;0;0;0
2022-05-03T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;7;3;4;3;0;0;4;0;0;0;0;0;0
2022-05-03T00:00:00;600200001-01;Krāslavas slimnīca;1;1;0;1;0;0;0;0;0;0;0;0;0
2022-05-03T00:00:00;620200038-01;Kuldīgas slimnīca;0;0;0;0;;;;;;;;;
2022-05-03T00:00:00;170020401-01;Liepājas reģionālā slimnīca;6;0;3;3;0;0;3;0;2;0;;;
2022-05-03T00:00:00;660200027-01;Limbažu slimnīca;1;0;0;1;0;0;0;;0;0;0;0;0
2022-05-03T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-03T00:00:00;700200041-01;Madonas slimnīca;0;;0;0;;0;;0;;;;;
2022-05-03T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;35;7;6;29;1;0;5;0;2;0;0;0;0
2022-05-03T00:00:00;170010601-01;Piejūras slimnīca;0;0;0;0;0;0;0;0;0;0;0;;
2022-05-03T00:00:00;760200002-01;Preiļu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-05-03T00:00:00;010000234-91;RAKUS kopā;105;8;23;82;3;;20;;8;;;;
2022-05-03T00:00:00;210020301-01;Rēzeknes slimnīca;18;4;11;7;1;1;10;0;2;0;0;0;0
